chr	start	end	strand	cytoband	Ensembl gene ID	hugo	copy category	copy change	avg cna	avg cna by gene	breakpoint	manually curated homd	loh	loh_ratio	intepreted expression status	RPKM	SARC percentile	SARC kIQR	FC mean Bodymap	avg TCGA percentile	avg TCGA kIQR	avg TCGA norm percentile	avg TCGA norm kIQR	UCEC norm percentile	UCEC norm kIQR	cancer gene type
2	79412357	80875905	1	p12	ENSG00000066032	CTNNA2	Neutral	0	0.02	0.02	0	0	HET	0.5		0.38	90	6.54	-3.07	78	1.75	92	7.24	29	-0.42	
19	8023458	8070529	-1	p13.2	ENSG00000066044	ELAVL1	Neutral	0	0.02	0.01	0	0	HET	0.56		12.39	12	-0.73	1.02	21	-0.55	67	0.27	0	-1.26	
1	43766664	43788779	1	p34.2	ENSG00000066056	TIE1	Neutral	0	0.02	-0.03	0	0	HET	0.47		11.36	62	0.33	1.32	88	1.36	60	0.2	12	-0.77	
12	50898768	51142450	1	q13.12	ENSG00000066084	DIP2B	Neutral	0	0.01	0	0	0	HET	0.51		5.79	83	1.08	-1.01	44	-0.11	70	0.4	100	2.18	
12	50478755	50494495	1	q13.12	ENSG00000066117	SMARCD1	Neutral	0	0.01	0.06	0	0	HET	0.45		14.05	73	0.43	1.59	29	-0.33	65	0.27	46	-0.06	
1	44115829	44171186	1	p34.1	ENSG00000066135	KDM4A	Neutral	0	0.02	0.03	0	0	HET	0.43		10.28	42	-0.13	1.31	27	-0.42	32	-0.39	25	-0.25	
1	41157320	41237275	1	p34.2	ENSG00000066136	NFYC	Neutral	0	0.02	0.01	0	0	HET	0.53		10.63	29	-0.43	1.34	29	-0.36	30	-0.37	0	-1.61	
1	42896000	42921938	-1	p34.2	ENSG00000066185	ZMYND12	Neutral	0	0.02	-0.01	0	0	HET	0.5		1.76	97	2.24	-1.16	70	0.48	52	0.03	62	0.35	
5	473425	524447	-1	p15.33	ENSG00000066230	SLC9A3	Neutral	0	0.01	0.07	0	0	HET	0.41		0.71	12	-0.42	-1.44	7	-0.26	8	-0.01	0	-0.79	
2	233743396	233877982	-1	q37.1	ENSG00000066248	NGEF	Neutral	0	0.01	0	0	0	HET	0.51		0.62	54	0.07	-2.14	28	-0.28	40	-0.09	8	-0.73	
1	197053258	197115824	-1	q31.3	ENSG00000066279	ASPM	Gain	1	0.22	0.25	0	0	HET	0.41		0.24	4	-0.65	-1.04	18	-0.46	70	0.52	79	1.19	putative oncogene
1	160510885	160549306	-1	q23.3	ENSG00000066294	CD84	Gain	1	0.23	0.2	0	0	HET	0.62		5.13	97	3.9	1.88	92	2.49	98	3.86	100	57.37	
1	43829068	43833697	-1	p34.2	ENSG00000066322	ELOVL1	Neutral	0	0.02	-0.04	0	0	HET	0.53		43.45	63	0.31	2.01	48	-0.03	54	0.11	100	2.03	
11	47376411	47400127	-1	p11.2	ENSG00000066336	SPI1	Neutral	0	0.02	0.04	0	0	HET	0.47		35.5	76	0.82	2.5	91	1.93	86	3.07	100	11.4	
6	30026676	30032686	1	p22.1	ENSG00000066379	ZNRD1	Neutral	0	0.01	0.06	0	0	HET	0.45		4.9	0	-1.27	1.57	2	-1.18	1	-1.37	0	-2.23	
11	30406040	30608419	-1	p14.1	ENSG00000066382	MPPED2	Neutral	0	0.02	0.01	0	0	HET	0.51		1.26	86	2.63	-1.08	76	0.87	56	0.12	21	-0.86	
3	137717577	137752494	1	q22.3	ENSG00000066405	CLDN18	Neutral	0	0.01	0.02	0	0	HET	0.46		0.25	6	-0.64	-5.44	19	-0.25	16	-0.28	0	-1.24	
3	101367733	101396339	-1	q12.3	ENSG00000066422	ZBTB11	Neutral	0	0.01	0.06	0	0	HET	0.52		5.26	67	0.37	-1.29	51	0.01	65	0.26	46	-0.06	
14	92524896	92572965	-1	q32.12	ENSG00000066427	ATXN3	Neutral	0	0.02	0	0	0	HET	0.51		3.45	75	0.7	-1.05	77	0.64	74	0.52	42	-0.07	
14	93260576	93306308	1	q32.12	ENSG00000066455	GOLGA5	Neutral	0	0.02	0.03	0	0	HET	0.5		16.52	36	-0.21	-1.21	32	-0.31	38	-0.21	38	-0.25	oncogene
10	123237848	123357972	-1	q26.13	ENSG00000066468	FGFR2	Neutral	0	0.02	0.02	0	0	HET	0.54		14.06	85	1.24	2.05	84	1.03	62	0.2	42	-0.22	oncogene
1	70610488	70671303	-1	p31.1	ENSG00000066557	LRRC40	Neutral	0	0.02	0.03	0	0	HET	0.59		7.19	81	0.8	-1	73	0.52	83	0.8	83	1.01	
5	128430386	128449721	1	q23.3	ENSG00000066583	ISOC1	Neutral	0	0.01	-0.01	0	0	HET	0.47		7.4	28	-0.26	-2.41	17	-0.54	2	-0.93	0	-1.08	
14	100204030	100408397	1	q32.2	ENSG00000066629	EML1	Neutral	0	0.02	0.01	0	0	HET	0.52		8.28	58	0.1	1.84	92	1.46	83	0.73	71	0.64	
6	126307576	126360937	1	q22.32	ENSG00000066651	TRMT11	Neutral	0	0.01	0.05	0	0	HET	0.51		4.08	38	-0.25	-1.03	31	-0.33	34	-0.33	4	-1.15	
16	20744986	20753406	-1	p12.3	ENSG00000066654	THUMPD1	Neutral	0	0.02	0.01	0	0	HET	0.53		12.16	67	0.36	-1.16	52	0.04	38	-0.23	0	-1.08	
9	103189438	103213511	1	q31.1	ENSG00000066697	MSANTD3	Neutral	0	0.02	-0.02	0	0	HET	0.5		6.89	25	-0.37	1.2	59	0.19	88	1.12	71	0.52	
14	104605060	104647231	1	q32.33	ENSG00000066735	KIF26A	Neutral	0	0.02	0.07	0	0	HET	0.49		1.54	62	0.18	1.09	78	0.97	61	0.24	17	-0.48	
14	96747595	96830207	-1	q32.2	ENSG00000066739	ATG2B	Neutral	0	0.02	0.01	0	0	HET	0.52		4.15	78	0.65	-1.13	66	0.34	50	-0.01	46	-0.15	
8	68085747	68255912	-1	q13.2	ENSG00000066777	ARFGEF1	Neutral	0	0.02	0.01	0	0	HET	0.5		3.78	43	-0.11	-1.78	13	-0.62	14	-0.76	29	-0.42	
16	20547548	20587749	-1	p12.3	ENSG00000066813	ACSM2B	Neutral	0	0.02	-0.02	0	0	HET	0.45		0.01	75	0.99	-7.73	78	1.36	40	-0.03	46	-0.04	
8	135490031	135725292	-1	q24.22	ENSG00000066827	ZFAT	Neutral	0	0.02	0.04	0	0	HET	0.5		1.75	80	0.64	1.06	63	0.25	72	0.51	92	1.3	
8	66556124	66683496	1	q13.1	ENSG00000066855	MTFR1	Neutral	0	0.02	0.04	0	0	HET	0.52		4.12	14	-0.56	-1.4	17	-0.55	8	-0.76	4	-1.56	
7	99775186	99819111	1	q22.1	ENSG00000066923	STAG3	Neutral	0	0.01	0.03	0	0	HET	0.5		1.3	36	-0.18	-1.79	54	0.06	75	0.65	71	0.45	
18	55215515	55254004	-1	q21.31	ENSG00000066926	FECH	Neutral	0	0.01	0.08	0	0	HET	0.45		6.35	93	1.75	-1.12	84	0.96	78	0.88	100	4.28	
15	72114632	72410918	-1	q23	ENSG00000066933	MYO9A	Loss	-1	-0.22	-0.23	0	0	HET	0.56		1.95	80	0.83	-1.85	77	0.67	47	-0.06	96	2.65	
					ENSG00000067048	DDX3Y	No Data									0	14	0	-11.64	16	-0.05	17	0	42		
10	3109712	3179904	1	p15.2	ENSG00000067057	PFKP	Neutral	0	0.01	0.09	0	0	HET	0.51		25.53	67	0.41	1.45	59	0.19	83	0.8	96	1.14	
10	1085848	1095110	-1	p15.3	ENSG00000067064	IDI1	Neutral	0	0.01	0.08	0	0	HET	0.51		8.82	53	0.04	-2.41	22	-0.41	6	-0.66	50	-0.02	
2	231280657	231408805	1	q37.1	ENSG00000067066	SP100	Neutral	0	0.01	0.01	0	0	HET	0.49		5.98	22	-0.54	-1.19	24	-0.48	15	-0.71	0	-2.17	putative tumour suppressor
10	3818188	3827473	-1	p15.1	ENSG00000067082	KLF6	Neutral	0	0.01	0.03	0	0	HET	0.51		14.63	17	-0.52	-2.79	29	-0.32	7	-0.67	12	-0.64	tumour suppressor
5	54720682	54830878	-1	q11.2	ENSG00000067113	PPAP2A	Neutral	0	0.01	0	0	0	HET	0.58		95.26	73	0.45	1.64	89	2.51	87	1.02	79	0.49	putative tumour suppressor
15	73344051	73597547	1	q24.1	ENSG00000067141	NEO1	Loss	-1	-0.22	-0.21	0	0	HET	0.43		8.08	41	-0.18	-1.22	36	-0.24	23	-0.57	4	-1.71	putative tumour suppressor
8	71485677	71520622	-1	q13.3	ENSG00000067167	TRAM1	Neutral	0	0.02	0.04	0	0	HET	0.53		50.3	25	-0.45	-1.26	20	-0.51	16	-0.7	0	-1.08	
X	71798664	71934167	-1	q13.2	ENSG00000067177	PHKA1	Gain	1	0.25	0.25	0	0	HET	0.39		1.23	53	0.07	-3.11	26	-0.44	38	-0.18	33	-0.19	
12	6437923	6451280	-1	p13.31	ENSG00000067182	TNFRSF1A	Neutral	0	0.01	0.04	0	0	HET	0.46		56.91	56	0.08	1.77	71	0.45	78	0.62	58	0.24	
17	37329709	37353956	-1	q12	ENSG00000067191	CACNB1	Neutral	0	0.02	0.04	0	0	HET	0.49		1.86	64	0.31	-1.64	70	0.45	85	0.9	83	1.66	
1	92974253	93257961	-1	p22.1	ENSG00000067208	EVI5	Loss	-1	-0.22	-0.21	0	0	HET	0.64		2.77	47	-0.04	-1.76	57	0.14	36	-0.25	25	-0.37	
15	74275547	74286963	-1	q24.1	ENSG00000067221	STOML1	Loss	-1	-0.22	-0.24	0	0	HET	0.38		2.24	0	-1.47	1.32	5	-0.84	3	-1.1	0	-3.03	
1	203595689	203713209	1	q32.1	ENSG00000058668	ATP2B4	Gain	1	0.22	0.21	0	0	HET	0.4	up	193.07	99	5.6	4.92	100	11.37	99	7.57	100	3.62	
5	54552073	54603550	-1	q11.2	ENSG00000067248	DHX29	Neutral	0	0.01	0.04	0	0	HET	0.54		8.05	46	-0.08	-1.36	46	-0.07	33	-0.32	42	-0.07	
18	43664110	43684300	-1	q21.1	ENSG00000152234	ATP5A1	Neutral	0	0.01	-0.01	0	0	HET	0.52	down	46.28	0	-1.39	-1.6	1	-1.32	0	-1.02	0	-3.85	
16	8715540	8740081	1	p13.2	ENSG00000067365	METTL22	Neutral	0	0.02	0.03	0	0	HET	0.44		4.63	89	1.37	1.9	96	2.88	100	4.33	100	3.18	
15	43699407	43802926	-1	q15.3	ENSG00000067369	TP53BP1	Loss	-1	-0.22	-0.22	0	0	HET	0.69		5.12	27	-0.41	-1.31	24	-0.47	34	-0.3	8	-0.94	putative tumour suppressor
X	54946895	54957864	1	p11.21	ENSG00000067445	TRO	Neutral	0	0.02	0.02	0	0	HET	0.59		5.55	45	-0.11	2.5	79	1.07	97	1.62	67	0.18	
1	218458629	218511325	1	q41	ENSG00000067533	RRP15	Gain	1	0.22	0.25	0	0	HET	0.65		3.21	85	0.8	-1.23	58	0.15	78	0.57	67	0.46	
3	49396578	49450431	-1	p21.31	ENSG00000067560	RHOA	Neutral	0	0.01	0	0	0	HET	0.38		218.64	15	-0.72	-1.19	31	-0.36	17	-0.65	0	-0.59	putative oncogene; tumour suppressor
17	41561233	41621831	1	q21.31	ENSG00000067596	DHX8	Neutral	0	0.02	0.03	0	0	HET	0.48		6.28	7	-0.88	1.06	9	-0.8	12	-1.04	4	-1.25	
1	1981909	2116834	1	p36.33	ENSG00000067606	PRKCZ	Loss	-1	-0.21	-0.2	0	0	HET	0.39		0.74	42	-0.08	-2.53	2	-1.1	2	-0.91	0	-1.22	
					ENSG00000067646	ZFY	No Data									0	32	-0.01	-3.63	28	-0.03	24	0	62	0.4	
1	220267444	220321380	1	q41	ENSG00000067704	IARS2	Gain	1	0.22	0.24	0	0	HET	0.42		28.02	71	0.43	-1.12	35	-0.26	44	-0.12	75	0.77	
12	79257773	79845788	1	q21.2	ENSG00000067715	SYT1	Neutral	0	0.01	0	0	0	HET	0.51		21.14	99	27.92	1.14	94	9.5	99	21.07	96	4.59	
12	78224685	78606790	1	q21.2	ENSG00000067798	NAV3	Neutral	0	0.01	0.02	0	0	HET	0.5		1.9	78	0.73	1.27	91	2.62	94	2.41	96	3.36	
X	153051221	153059978	-1	q28	ENSG00000067829	IDH3G	Gain	1	0.25	0.29	0	0	HET	0.64		24.04	28	-0.37	1.75	34	-0.27	54	0.06	21	-0.64	
16	4846969	4852951	-1	p13.3	ENSG00000067836	ROGDI	Neutral	0	0.02	0.03	0	0	HET	0.52		10.48	83	0.85	2.15	61	0.22	70	0.4	67	0.7	
X	153067621	153096020	-1	q28	ENSG00000067840	PDZD4	Gain	1	0.25	0.28	0	0	HET	0.57		3.74	66	0.36	-1.28	80	1.44	89	1.46	46	-0.11	
X	152783134	152848397	1	q28	ENSG00000067842	ATP2B3	Gain	1	0.25	0.27	0	0	HET	0.64		0.05	68	0.38	-1.63	80	1.8	78	1.12	71	0.44	
18	18529701	18691812	-1	q11.1	ENSG00000067900	ROCK1	Neutral	0	0.01	0.01	0	0	HET	0.56		9.85	54	0.08	-1.75	58	0.15	48	-0.03	54	0.15	
16	67063019	67134961	1	q22.1	ENSG00000067955	CBFB	Loss	-1	-0.22	-0.26	0	0	HET	0.25		5.59	3	-1.02	-2.77	3	-1.18	11	-0.94	0	-1.55	oncogene; putative tumour suppressor
X	24483338	24557954	1	p22.11	ENSG00000067992	PDK3	Neutral	0	0.02	0.02	0	0	HET	0.54		2.66	35	-0.2	-1.49	32	-0.29	34	-0.26	92	2.45	
3	50355221	50360337	-1	p21.31	ENSG00000068001	HYAL2	Neutral	0	0.01	0.1	0	0	HET	0.38		30.43	92	1.39	2.55	94	1.65	80	0.88	62	0.19	
2	239969864	240323348	-1	q37.3	ENSG00000068024	HDAC4	Neutral	0	0.01	0.03	0	0	HET	0.53		3.38	82	0.79	1.02	82	0.94	85	0.98	38	-0.23	
3	50367219	50378411	-1	p21.31	ENSG00000068028	RASSF1	Neutral	0	0.01	0.12	0	0	HET	0.38		10.26	14	-0.77	1.41	70	0.42	71	0.42	42	-0.38	putative tumour suppressor
4	1795034	1810599	1	p16.3	ENSG00000068078	FGFR3	Neutral	0	0.01	0.09	0	0	HET	0.47		0.13	19	-0.3	-4.31	7	-0.36	1	-0.67	4	-0.51	oncogene
17	41158742	41166473	1	q21.31	ENSG00000068079	IFI35	Neutral	0	0.02	0.02	0	0	HET	0.42		17.52	27	-0.35	2.13	30	-0.33	38	-0.24	17	-0.44	
17	58120555	58156292	-1	q23.1	ENSG00000068097	HEATR6	Neutral	0	0.02	0.04	0	0	HET	0.51		5.66	70	0.43	1.6	62	0.25	88	0.9	92	1.19	
17	40713485	40718295	1	q21.2	ENSG00000068120	COASY	Neutral	0	0.02	0.02	0	0	HET	0.64		12.97	19	-0.49	1.27	7	-0.83	18	-0.56	33	-0.44	
17	40819932	40829048	-1	q21.2	ENSG00000068137	PLEKHH3	Neutral	0	0.02	0.05	0	0	HET	0.54		8.38	57	0.12	2.58	72	0.49	84	0.93	29	-0.34	
17	73034958	73043080	-1	q25.1	ENSG00000167863	ATP5H	Neutral	0	0.02	0.06	0	0	HET	0.59	down	13.22	0	-1.78	-2.82	1	-1.49	0	-1.51	0	-4.28	
X	48779305	48815648	-1	p11.23	ENSG00000068308	OTUD5	Neutral	0	0.02	0.02	0	0	HET	0.49		21.04	14	-0.71	1.23	28	-0.4	41	-0.16	0	-1.91	
X	48886242	48901012	-1	p11.23	ENSG00000068323	TFE3	Neutral	0	0.02	0	0	0	HET	0.58		20.05	16	-0.62	1.05	47	-0.06	43	-0.16	8	-1.06	oncogene; putative tumour suppressor
X	48397845	48420997	1	p11.23	ENSG00000068354	TBC1D25	Neutral	0	0.02	0	0	0	HET	0.62		6.37	42	-0.14	1.39	69	0.38	79	0.64	62	0.32	
X	108872579	108976632	-1	q23	ENSG00000068366	ACSL4	Gain	1	0.25	0.26	0	0	HET	0.53		14.37	75	0.62	-2.21	64	0.29	49	-0.01	75	0.76	
10	134351324	134596979	1	q26.3	ENSG00000068383	INPP5A	Neutral	0	0.02	0.05	0	0	HET	0.51		13.17	67	0.37	-1.11	84	0.92	63	0.27	12	-0.89	
X	48970334	48980151	-1	p11.23	ENSG00000068394	GPKOW	Neutral	0	0.02	0.02	0	0	HET	0.58		14.3	17	-0.64	1.17	40	-0.17	55	0.13	8	-1.14	
X	48830134	48858675	-1	p11.23	ENSG00000068400	GRIPAP1	Neutral	0	0.02	0	0	0	HET	0.58		7.13	8	-0.93	-1.01	14	-0.71	29	-0.42	4	-1.61	
X	48334541	48344752	1	p11.23	ENSG00000068438	FTSJ1	Neutral	0	0.02	0.04	0	0	HET	0.55		12.14	6	-0.62	1.53	19	-0.56	57	0.13	8	-0.56	
17	57232860	57282066	1	q22	ENSG00000068489	PRR11	Neutral	0	0.02	0.04	0	0	HET	0.47		1.02	24	-0.34	1.14	32	-0.26	76	0.73	92	5.73	
2	86441116	86565206	-1	p11.2	ENSG00000068615	REEP1	Neutral	0	0.02	0.03	0	0	HET	0.42		11.26	83	1.23	1.72	93	3.92	95	4.33	88	0.93	
13	113344643	113541482	1	q34	ENSG00000068650	ATP11A	Neutral	0	0.01	0.02	0	0	HET	0.51		5.76	78	0.82	-1.06	48	-0.03	53	0.05	58	0.22	
2	86247339	86333278	-1	p11.2	ENSG00000068654	POLR1A	Neutral	0	0.02	0.04	0	0	HET	0.59		7.82	90	1.48	1.95	76	0.62	98	1.85	96	2.88	
2	20232411	20251789	-1	p24.1	ENSG00000068697	LAPTM4A	Loss	-1	-0.22	-0.22	0	0	HET	0.62		212.56	60	0.21	-1.05	85	0.89	79	0.6	8	-1.77	
2	47143296	47303276	1	p21	ENSG00000068724	TTC7A	Loss	-1	-0.22	-0.21	0	0	HET	0.56		3.2	19	-0.52	-1.41	11	-0.63	9	-0.64	29	-0.46	
3	48725436	48777786	-1	p21.31	ENSG00000068745	IP6K2	Neutral	0	0.01	-0.01	0	0	HET	0.38		11.35	31	-0.26	1.42	21	-0.49	24	-0.39	0	-1.65	
2	48757064	49003638	1	p16.3	ENSG00000068781	STON1-GTF2A1L	Homozygous Loss	-1	-0.22	-0.21	0	1	HET	0.42		6.25	100	66.32	-1.01	100	81.84	100	21.35	100	20.21	
2	45615819	45839304	-1	p21	ENSG00000068784	SRBD1	Loss	-1	-0.22	-0.2	0	0	HET	0.33		3.47	37	-0.2	-1.12	27	-0.4	23	-0.58	17	-0.8	
15	22892005	23006016	1	q11.2	ENSG00000068793	CYFIP1	Loss	-1	-0.22	-0.21	0	0	HET	0.37		12.4			1.11							
5	61601989	61833076	1	q12.1	ENSG00000068796	KIF2A	Neutral	0	0.01	0.02	0	0	HET	0.47		6.91	54	0.09	-1.48	47	-0.05	71	0.46	83	1.61	
11	64494383	64512928	-1	q13.1	ENSG00000068831	RASGRP2	Neutral	0	0.02	0.03	0	0	HET	0.36		3.53	79	1.01	-1.18	88	1.91	86	1.21	54	0.14	
2	54091204	54197977	-1	p16.2	ENSG00000068878	PSME4	Loss	-1	-0.22	-0.21	0	0	HET	0.36		5.68	12	-0.65	-1.86	10	-0.68	10	-0.69	12	-0.68	
3	159974774	160117668	-1	q25.33	ENSG00000068885	IFT80	Neutral	0	0.01	0	0	0	HET	0.49		3.56	49	-0.01	-1.09	43	-0.12	49	-0.02	17	-0.56	
7	99046098	99063954	-1	q22.1	ENSG00000241468	ATP5J2	Neutral	0	0.01	0.05	0	0	HET	0.52	down	23.9	0	-1.2	-1.15	2	-1.06	0	-1.27	0	-1.77	
2	54014181	54045956	1	p16.2	ENSG00000068912	ERLEC1	Loss	-1	-0.22	-0.19	0	0	HET	0.3		21.51	53	0.03	-1.42	42	-0.14	37	-0.25	38	-0.17	
11	64685025	64701947	1	q13.1	ENSG00000068971	PPP2R5B	Neutral	0	0.02	0.01	0	0	HET	0.51		8.98	32	-0.4	1.4	62	0.25	58	0.12	46	-0.12	
11	64513861	64527769	-1	q13.1	ENSG00000068976	PYGM	Neutral	0	0.02	0.05	0	0	HET	0.36		9.87	84	2.11	-3.28	97	12.21	90	3.29	83	1.26	
X	49452053	49460596	-1	p11.23	ENSG00000068985	PAGE1	Neutral	0	0.02	0.03	0	0	HET	0.56		0	40		-2.01	44		48		46		
5	134362615	134370503	-1	q31.1	ENSG00000069011	PITX1	Neutral	0	0.01	0.05	0	0	HET	0.53		3.3	51	0.02	1.83	50	-0.01	72	0.69	100	12.94	
5	135548999	135701225	-1	q31.1	ENSG00000069018	TRPC7	Neutral	0	0.01	0.03	0	0	HET	0.42		0	45		-1.03	37	0	37	0	50		
5	65892176	66465423	1	q12.3	ENSG00000069020	MAST4	Neutral	0	0.01	0.02	0	0	HET	0.5		6.6	100	3.57	1.23	93	1.96	89	1.24	100	4.06	
17	71330523	71640228	-1	q25.1	ENSG00000069188	SDK2	Neutral	0	0.02	0.03	0	0	HET	0.51		0.17	63	0.14	-1.4	36	-0.15	23	-0.32	21	-0.32	
8	24298443	24384483	1	p21.2	ENSG00000069206	ADAM7	Neutral	0	0.02	0.03	0	0	HET	0.49		0	44		-8.78	44		42		50		
1	229577045	229644103	-1	q42.13	ENSG00000069248	NUP133	Loss	-1	-0.22	-0.23	0	0	HET	0.44		5.99	11	-0.64	-1.77	4	-0.98	11	-1.02	0	-1.37	
1	205681947	205719404	-1	q32.1	ENSG00000069275	NUCKS1	Gain	1	0.22	0.22	0	0	HET	0.6		62.18	59	0.19	-1.35	62	0.24	63	0.29	33	-0.21	
16	46690054	46723430	-1	q11.2	ENSG00000069329	VPS35	Loss	-1	-0.21	-0.21	0	0	HET	0.58		11.09	23	-0.42	-1.51	8	-0.88	10	-1.07	0	-2	
15	50150435	50475014	-1	q21.2	ENSG00000104043	ATP8B4	Loss	-1	-0.22	-0.22	0	0	HET	0.62	up	4.04	89	2.02	2.18	97	9.13	98	6.78	92	2.87	
19	45250962	45263301	1	q13.32	ENSG00000069399	BCL3	Neutral	0	0.02	-0.01	0	0	HET	0.42		30.32	66	0.39	2.6	59	0.18	66	0.35	75	0.63	oncogene
1	6051526	6161253	1	p36.31	ENSG00000069424	KCNAB2	Loss	-1	-0.21	-0.21	0	0	HET	0.41		3.2	43	-0.15	-1.33	54	0.06	67	0.31	92	2.98	
12	21950335	22094336	-1	p12.1	ENSG00000069431	ABCC9	Neutral	0	0.01	0	0	0	HET	0.53		6.32	82	0.99	-1.38	98	5.24	91	1.64	79	0.84	
11	68451247	68458643	1	q13.3	ENSG00000069482	GAL	Neutral	0	0.02	0.04	0	0	HET	0.45		0.84	67	0.46	1.28	61	0.21	80	1.27	79	1.01	
12	9809270	9848413	1	p13.31	ENSG00000069493	CLEC2D	Neutral	0	0.01	-0.01	0	0	HET	0.44		3.32	12	-0.52	-1.29	37	-0.23	70	0.45	4	-1.1	
X	44382885	44402247	-1	p11.3	ENSG00000069509	FUNDC1	Neutral	0	0.02	0.01	0	0	HET	0.48		10.36	30	-0.34	-1.12	25	-0.45	48	-0.08	12	-0.61	
X	43625858	43741693	-1	p11.3	ENSG00000069535	MAOB	Neutral	0	0.02	0.04	0	0	HET	0.49		47.02	83	2.5	1.1	86	2.24	68	0.39	25	-0.44	
15	60780483	61521518	-1	q22.2	ENSG00000069667	RORA	Loss	-1	-0.22	-0.22	0	0	HET	0.52		1.49	49	-0.04	-2.39	49	-0.01	17	-0.71	38	-0.23	
13	31774073	31906413	1	q12.3	ENSG00000187676	B3GALTL	Neutral	0	0.01	0.02	0	0	HET	0.49	up	12.21	94	2.43	2.37	99	4.74	99	5.47	88	2.45	
1	92145902	92371892	-1	p22.1	ENSG00000069702	TGFBR3	Loss	-1	-0.22	-0.22	0	0	HET	0.58		7.09	33	-0.24	-3.87	83	1.06	35	-0.23	8	-0.95	putative tumour suppressor
1	92632542	92650280	1	p22.1	ENSG00000069712	KIAA1107	Loss	-1	-0.22	-0.22	0	0	HET	0.31		1.26	81	0.93	-2.48	65	0.3	58	0.15	38	-0.19	
16	14766405	14788526	-1	p13.12	ENSG00000069764	PLA2G10	Neutral	0	0.02	0.03	0	0	HET	0.49		0.06	44	-0.03	-1.1	23	-0.12	32	-0.02	21	-0.42	
1	6472478	6484730	-1	p36.31	ENSG00000069812	HES2	Loss	-1	-0.21	-0.21	0	0	HET	0.69		0.08	68	0.44	-1.07	28	-0.16	29	-0.23	46	0	
3	141594966	141645356	1	q23	ENSG00000069849	ATP1B3	Neutral	0	0.01	0.01	0	0	HET	0.52		29.38	57	0.13	-1.33	54	0.07	57	0.09	71	0.56	
15	56119120	56285944	-1	q21.3	ENSG00000069869	NEDD4	Loss	-1	-0.22	-0.21	0	0	HET	0.45		3.71	63	0.24	-1.27	76	0.62	73	0.51	71	0.49	
15	55611158	55647846	1	q21.3	ENSG00000069943	PIGB	Loss	-1	-0.22	-0.21	0	0	HET	0.69		3.11	17	-0.56	-1.07	5	-0.97	6	-1.3	0	-1.54	
15	52244303	52358462	1	q21.2	ENSG00000069956	MAPK6	Loss	-1	-0.22	-0.24	0	0	HET	0.68		6.17	22	-0.49	-1.74	9	-0.67	7	-0.68	21	-0.62	
15	52413117	52483566	-1	q21.2	ENSG00000069966	GNB5	Loss	-1	-0.22	-0.19	0	0	HET	0.35		2.5	3	-0.58	-1.61	6	-0.81	7	-0.54	0	-2.15	
15	55495164	55611311	-1	q21.3	ENSG00000069974	RAB27A	Loss	-1	-0.22	-0.21	0	0	HET	0.53		5.36	32	-0.31	-1.82	33	-0.24	16	-0.46	46	-0.17	
16	87982850	88152028	1	q24.2	ENSG00000172530	BANP	Loss	-1	-0.21	-0.2	0	0	HET	0.43	down	1.02	0	-1.83	-1.07	0	-1.58	0	-1.47	0	-3.28	putative tumour suppressor
22	19437464	19466738	-1	q11.21	ENSG00000070010	UFD1L	Neutral	0	0.03	0.05	0	0	HET	0.57		6.9	22	-0.48	1.24	26	-0.4	65	0.27	29	-0.35	
12	12268959	12419946	-1	p13.2	ENSG00000070018	LRP6	Neutral	0	0.01	-0.01	0	0	HET	0.44		7.76	88	1.45	1.14	88	1.12	78	0.61	67	0.68	putative oncogene
12	14765576	14849519	-1	p12.3	ENSG00000070019	GUCY2C	Neutral	0	0.01	0.02	0	0	HET	0.5		0.11	50	0	-1.26	36	-0.18	22	-0.41	38	-0.32	
11	626431	627143	-1	p15.5	ENSG00000070031	SCT	Neutral	0	0.02	0.01	0	0	HET	0.49		0.59	76	0.89	1.28	70	0.54	81	1.18	67	0.51	
11	576486	612222	1	p15.5	ENSG00000070047	PHRF1	Neutral	0	0.02	0.04	0	0	HET	0.66		5.24	8	-0.92	1.17	7	-0.96	14	-0.88	0	-1.49	
9	111629797	111696396	-1	q31.3	ENSG00000070061	IKBKAP	Neutral	0	0.02	0.04	0	0	HET	0.49		7.96	85	0.84	-1.07	77	0.62	90	0.9	100	1.42	
11	17229700	17371521	1	p15.1	ENSG00000070081	NUCB2	Neutral	0	0.02	0.01	0	0	HET	0.48		8	1	-0.75	-1.45	20	-0.41	9	-0.61	0	-1.79	
3	149682691	149768575	-1	q25.1	ENSG00000070087	PFN2	Neutral	0	0.01	0.01	0	0	HET	0.54		23.77	14	-0.71	-1.5	27	-0.39	38	-0.19	4	-1.9	
9	112137974	112260593	-1	q31.3	ENSG00000070159	PTPN3	Neutral	0	0.02	0.03	0	0	HET	0.5		0.66	52	0.04	-3.18	17	-0.72	4	-1.14	29	-0.57	
14	65213002	65346601	-1	q23.3	ENSG00000070182	SPTB	Neutral	0	0.01	0.02	0	0	HET	0.5		1.04	64	0.26	-4.85	49	-0.01	39	-0.12	17	-0.81	
4	100737990	100791311	1	q23	ENSG00000070190	DAPP1	Neutral	0	0.01	-0.01	0	0	HET	0.52		1.57	81	0.98	-1.67	50	-0.01	50	0	54	0.16	
